comments,title,genre,artist,duration
0.0,"Live on Champ Sound with DJ Guy on WFMU, 6/29/2015",rock,Clean,04:41
0.0,LIVE... and Let Live,hiphop,HYMnEYE,04:41
1.0,The Fired Dept.,rock,The Monitors,04:41
0.0,HAUPHUCHINLIVEIYAM,hiphop,LOWdown,04:41
0.0,"Live at WFMU on Ephemeral Riffage, 4/26/2016",rock,Raw Pony,04:41
0.0,"Live at WFMU on Beastin' The Airwaves With Keili April 1, 2012",rock,speedy ortiz,04:40
0.0,"Live on WFMU with Therese - May 26, 2014",rock,Split Single,04:40
3.0,Orquestra Popular De Paio Pires,pop,Orquestra Popular De Paio Pires,04:40
0.0,The Used Kids Session,rock,Mors Ontologica,04:40
0.0,bloc Sonics,hiphop,CM & Tha Silent Partner,04:40
0.0,"Rumble, Young Man, Rumble",hiphop,Just Plain Ant,04:40
0.0,27 EP,rock,Scarletins,04:40
0.0,"Behold My Puny Bears, Vol. I",rock,Kismet,04:40
0.0,Eponymosity,rock,Let Me Crazy,04:40
0.0,These Times / Scream Out,hiphop,Just Plain Ant,04:40
0.0,30th Anniversary Blah Blah Blah,rock,Blah Blah Blah,04:40
0.0,I lift my hands against the gods,rock,Zack Kouns,04:40
1.0,Live at WFMU on Trouble's Show on 6/19/2008,blues,Wildbirds and Peacedrums,04:40
0.0,Homemade Raps,hiphop,Pot-C,04:39
6.0,Stoned Wall,rock,Art Boys Collection,04:39
0.0,"Live at WFMU on Gaylord Fields' Show, 1/29/2017",rock,Saylavees,04:39
0.0,Butano,rock,Las Ruinas,04:39
0.0,Live at WFMU on Terre T's show 8/23/08,rock,Apache,04:39
1.0,Syncretic Beliefs,jazz,Jonah Dempcy,04:39
0.0,Rock Hyrax EP,hiphop,Magic Daddy,04:39
0.0,netBloc Vol. 09: Lo-Fi Adventures on Planet Rheton!,pop,Sebastian Kramer,04:39
0.0,"Live at WFMU for the Evan ""Funk"" Davies Show, 11/9/2016",rock,Sonic Avenues,04:39
0.0,QUELLO ROTTO,hiphop,ZONA MC,04:39
0.0,Где нет места цифрам…осталась ЛЮБОВЬ?,rock,Molecul,04:39
0.0,The Seven Cities of Mold,pop,Phemale,04:39
0.0,Vol. III (Instrumentals),rock,Fatal Injection,04:38
0.0,Skyline,hiphop,Mr Skurge Khingass,04:38
0.0,"Live at WFMU on Evan ""Funk"" Davies show 4/21/2009",rock,Obits,04:38
0.0,Live at WFMU on Marty McSorley's Show on 4/01/09,rock,Pretty Flags,04:38
0.0,Live on WFMU's Distort Jersey City 9-5-12,rock,Estrogen Highs,04:38
0.0,Super Senior,hiphop,K. Sparks,04:38
1.0,Beats EP,hiphop,Action Davis,04:38
0.0,Nighthawks EP,rock,Pierce Murphy,04:38
0.0,Us<,pop,MEGA*CHURCH,04:38
0.0,Artiste à vendre,pop,Lonely Kid Quentin Ensemble,04:38
0.0,Dilapidated Head & Torso Aggregations,rock,Lovely Little Girls,04:38
0.0,Gospel Store Front,rock,LO MOdA,04:38
0.0,Alien Iverson,rock,voyageurs,04:38
0.0,Breathe Easy (Remixx),hiphop,DJ Def Chad,04:38
0.0,Squat The Condos,hiphop,Propaganda Anonymous,04:37
0.0,Battle ep,hiphop,U-1 a.k.a DJ Sounguage,04:37
0.0,Ao Vivo Na Capela da Misericórdia,blues,Nobody's Bizness,04:37
0.0,The Drop,hiphop,Tickle,04:37
1.0,Symphony of Curves,hiphop,transient,04:37
0.0,The Essential Pachmann,classical,Vladimir de Pachmann,04:37
0.0,Hiphop vs Rap,hiphop,Cvees,04:37
0.0,Another One EP,hiphop,Syndrôm & Kendall WA,04:37
0.0,Live on WFMU's Minor Music with Jesse Krakow 12/17/12,rock,Screaming Mirror,04:37
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: Oct 19, 2015",rock,Paul Collins Beat,04:37
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: July 1, 2014",rock,The Young,04:36
0.0,INGWAZ,rock,Blablarism,04:36
0.0,DocSonic,hiphop,C-Doc,04:36
0.0,Beethoven's Sonata No. 19 in G Minor,classical,Daniel Veesey,04:36
1.0,Brocade,rock,Landing,04:36
0.0,Tous Coupables,rock,Otaké,04:36
0.0,"Live @ WFMU, 6.15.2012 / My Castle of Quiet session",rock,Shaved Women,04:36
0.0,Ambivalence and the Beaker,rock,Fat Worm of Error,04:36
1.0,Whispers are Hollow Points,rock,Castles in the Sky,04:36
0.0,Eternal Youth and Obscurity,rock,Spirit Duplicator,04:36
0.0,#malaventura04,pop,Malaventura,04:36
0.0,Sorriso Parvo,hiphop,J-K,04:36
0.0,Weird Tales Of Ghostly Islands,rock,The Vivisectors,04:36
0.0,split w/Lesbian Boy,rock,Dimenticarmi Non!,04:35
0.0,"Live at WFMU on Irwin's show, 10/7/2015",country,Arwen Lewis,04:35
0.0,To the Black Sea,rock,Portrayal,04:35
0.0,"Live on WFMU with Irwin October 3, 2012",country,Megan Jean and the Klay Family Band,04:35
0.0,Howl are you?,pop,GB pka Gâteaux Blasters,04:35
0.0,Eusebio Consumed: II-Dialoguing with the Ventana Sea Nymphs,classical,Mary Lee Roberts,04:35
2.0,Comma,rock,Comma,04:35
0.0,Broken Castles,hiphop,saQi,04:35
0.0,"Classic, dead.",rock,Violins is not the answer,04:35
0.0,Camden,rock,Camden,04:35
0.0,On va y aller comment à Poulainville,pop,comment on y va,04:35
0.0,Extremely mild and pleasant tasting The best of Bob Chaos Recordings 1984-1986,rock,Atomic Butterfly,04:35
0.0,netBloc Vol. 05: The threat at Goliath's feet...,pop,Lucrecia,04:34
0.0,Live on WFMU's Flour Hour with DJ Large Margin,rock,Please Exist,04:34
0.0,BAZAR,rock,Lorenzo's Music,04:34
0.0,Exploding Demon,rock,Human Host,04:34
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - April 11, 2016",rock,Dinos Boys,04:34
0.0,Everything,hiphop,The Impossebulls,04:34
0.0,Impediments,rock,Impediments,04:34
0.0,Sunday EP,rock,The Woolen Men,04:34
0.0,HeartworK,hiphop,Ebsa,04:34
0.0,Stripey Collection,rock,Blah Blah Blah,04:33
0.0,The Three Shades,rock,Vukovar,04:33
1.0,Neuron,rock,Duo (Kirk Pearson and Julia Egan),04:33
0.0,Poincare Conjecture,rock,Zoliborz,04:33
0.0,Broad Street Boogie,hiphop,The Honorable Sleaze,04:33
0.0,Thank.God.It's.Friday,hiphop,Yshwa,04:33
0.0,"Live at WFMU on the Evan ""Funk"" Davies show, 6/1/2016",rock,A Giant Dog,04:33
0.0,"Live at WFMU's Monty Hall, 12/5/2015",rock,EZTV,04:33
0.0,War Were Declared,rock,Regular Gonzales,04:33
0.0,Tears Of The Tuba (The Difficult Second Album),jazz,The Swing Ninjas,04:33
0.0,Christmas 2008,rock,Tusk Lord,04:33
0.0,P.E.D. N.J. Hardcore 1985-89 (Bootleg),rock,P.E.D.,04:33
0.0,Sampler 2016,rock,Norwegian Blue Records,04:33
0.0,"Live at WFMU on Three Chord Monte with Joe Belock December 1, 2011",rock,King Louie's Missing Monuments,04:33
0.0,Sunday Drive,hiphop,LoveJones and Phys Edison,04:33
4.0,The Greener Grass,rock,Lamprey,04:32
0.0,Party (Demo),rock,Family (Sydney),04:32
0.0,"Reunion Show @ WFMU / FMA SXSW, March 18th 2011",rock,The Endtables,04:32
0.0,Labasheeda Live at Beginner,rock,Labasheeda,04:32
0.0,I Got You,hiphop,CM aka Creative,04:32
0.0,Master Plan,hiphop,Mported Flows,04:32
0.0,Word Power (The Instrumentals),hiphop,Bilal Bashir &amp; Divine Styler,04:32
1.0,Hearing The Earthtones After,hiphop,Katrah-Quey,04:32
0.0,Saturday,pop,Maxwell Powers,04:32
0.0,Fantasmage,rock,Fantasmage,04:31
-1.0,The Red Tape,hiphop,K. Sparks,04:31
0.0,Nothing,hiphop,The Impossebulls,04:31
0.0,Spot Rockers,hiphop,Cassette Tape Bandits,04:31
0.0,Live at WFMU on Liz Berg's Show 5/25/09,rock,Jeffrey Lewis,04:31
0.0,No Life After Crypts,rock,The Crypts!,04:31
0.0,Live at WFMU on Beastin the Airwaves June 3rd 2012,pop,The Suzan,04:31
0.0,Live at WFMU on Pat Duncan's Show 1/29/09,rock,Virus,04:31
0.0,"Live on WFMU's Cherry Blossom Clinic - Feb 2, 2013",rock,Parquet Courts,04:31
0.0,Velcro,pop,The Craters,04:30
0.0,Green Collection,rock,Blah Blah Blah,04:30
0.0,The Limberlost,rock,Patrick Lee,04:30
0.0,As Far As Gardens Go,pop,Carroll,04:30
0.0,Live - May 2011,rock,Mondo Phase Band,04:30
0.0,The Devil is a Sad Spirit,rock,James Beaudreau,04:30
0.0,Live at Bottom of the Hill 8/22/2011,rock,Obits,04:30
0.0,"Live on WFMU with Todd-O-Phonic Todd, 1/16/2016",rock,Jacques Le Coque,04:30
0.0,Creepeople (single),pop,Phemale,04:30
0.0,Killah Cullah,hiphop,Cullah,04:30
0.0,"Live on WFMU's Prove It All Night with Pat Byrne - January 17, 2015",rock,Fat Spirit,04:30
0.0,Broken Homes (Featuring DJ Def Chad),hiphop,C-Doc,04:30
0.0,Live Session,hiphop,Underling,04:30
1.0,The Unknown Man,blues,F J Blues,04:30
0.0,...All This and Hieronymus Bosch,rock,The Vocokesh,04:30
0.0,В Наших Сердцах,rock,Чокнутый Пропеллер,04:29
0.0,Live at WFMU on Three Chord Monte May 29th 2012,rock,The Enthusiasts,04:29
1.0,Vampires with Dreaming Kids,rock,Twin Sister,04:29
0.0,Verjaardag,rock,Borre Zon,04:29
0.0,Life Boat,rock,The Torrent,04:29
0.0,Soda Fountain,pop,Twizzle,04:29
0.0,"Sea, Saw",pop,Karl Blau,04:29
0.0,répète du 1er sextant 2014,rock,Helmut,04:29
0.0,The Phynx,rock,Sun Araw,04:29
1.0,Live at WFMU on Billy Jam's Show 5/22/09,hiphop,Harlequinade/Texture,04:29
0.0,Bells Break Their Towers,rock,Bright,04:29
0.0,The International Birdie Song,pop,Ergo Phizmiz,04:29
0.0,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,rock,Peelander-Z,04:28
0.0,Bag of Waters,rock,Expwy,04:28
0.0,Up To You (3 Da Hard Way) (Featuring Cable),hiphop,Deadly Combo,04:28
0.0,Meaningmore,rock,Mentira Mentira,04:28
1.0,"Live at WFMU's Evan ""Funk"" Davies show on 05/11/2010",rock,Valley Lodge,04:28
0.0,Plainsongs,hiphop,dustmotes,04:28
0.0,Walk Is Godlike,rock,Chotto Ghetto,04:28
0.0,Parče života,rock,Ljudske Potrebe,04:27
0.0,Bombsite EP,hiphop,Heavy Links,04:27
0.0,"Live on WFMU's Burn It Down! with Nate K - August 2, 2015",rock,Bummers Eve,04:27
0.0,Underling LP,hiphop,Underling,04:27
0.0,"Live on WFMU with Todd-o-phonic Todd - March 26, 2016",rock,Death By Unga Bunga,04:27
0.0,Black and White,classical,Megatone,04:27
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: June 17, 2014",rock,When Particles Collide,04:26
0.0,Live at The Satellite 8/24/2011,rock,Obits,04:26
0.0,Discrepância (Single),hiphop,Oddish,04:26
0.0,Heaven In Your Mouth,rock,intouch,04:26
0.0,Practice Tape,rock,Smooch,04:26
0.0,AWOL - A Way Of Life,hiphop,AWOL,04:26
0.0,"Live at WFMU on Three Chord Monte with Joe Belock on April 17, 2012",rock,Night Beats,04:26
0.0,Live on WFMU's Imaginary Radio 9-9-12,hiphop,Spray Lodge,04:26
0.0,Donde las Toman las Dan,rock,Oferta Especial,04:26
0.0,John,rock,Newagehillbilly,04:26
0.0,Live at WFMU on Scott McDowell's Show on 9/10/2008,rock,Uninhabitable Mansions,04:26
0.0,Parmesano! EP,rock,Parmesano,04:25
0.0,Live at WFMU on Minor Music July 16th 2012,pop,Caroline Gorman,04:25
0.0,Nature's Got Away,rock,Karl Blau,04:25
0.0,Armadura Brilhante,hiphop,J-K,04:25
0.0,Borre Zon,rock,Borre Zon,04:25
0.0,Kekacauan Dalam Empat Cara,rock,Serigala Jahanam,04:25
0.0,Cuatro Covers,rock,F.S.Blumm/Lucrecia Dalt,04:25
0.0,Live at WFMU on Pat Duncan's show 1/15/2009,rock,Mondo Topless,04:24
0.0,The Facts,rock,Kraus,04:24
0.0,Live at WFMU on Terre T's Show on 7/29/2006,rock,The Cynics,04:24
0.0,"3rd 7"" - 33rpm w/ small hole",pop,Attic Ted,04:24
0.0,Them Bones Need Oxygen,rock,Crete Boom,04:24
0.0,Parasomnia,hiphop,Texture,04:24
0.0,Vaca Blanca,pop,Chichi y Los Putos del Orto,04:24
0.0,Sacrifice Fly (Sampler),hiphop,All Urban Outfield,04:24
0.0,Yes Means No,pop,I Am Not Lefthanded,04:24
0.0,The True Black (Featuring The Honorable Sleaze),hiphop,Ant The Symbol,04:24
0.0,Bad Panda #81,pop,Berlinist,04:24
0.0,Bad Panda #73,pop,Baby Jazz,04:24
0.0,Double Diamonds,hiphop,SK,04:24
0.0,Drums Over London,rock,Disco Zombies,04:24
0.0,"Live at Monty Hall, 11/2/2016",rock,The RocknRoll Hi-Fives,04:23
1.0,Shine !,pop,Manuel J Grotesk,04:23
0.0,Bad Panda #98,pop,The Parish of Little Clifton,04:23
0.0,"Live at the WFMU Kill The Holidays Party, 1/9/2016",rock,Holmes,04:23
0.0,Live at WFMU's Free Music Series @ Southpaw April 2007,rock,Flaming Fire,04:23
0.0,The Map,rock,Meltdown,04:23
0.0,Plastilin,rock,Fanny Kaplan,04:22
-1.0,Inauguration Day Special 2017,rock,Di Kang,04:22
0.0,Tyning recordings,blues,Mud Dogs,04:22
1.0,Cryptids,rock,Miët,04:22
0.0,The Remixes Vol. 2,hiphop,The Custodian of Records,04:22
0.0,Bärlin,rock,Bärlin,04:22
0.0,Monocot Down,rock,Kirk Pearson,04:22
0.0,Night Shift (Featuring Revalation),hiphop,Tha Silent Partner,04:22
0.0,Soon the Love Balloon Will Pop,rock,Nisi Period,04:22
0.0,"Live on WFMU's Burn It Down! with Nate K: Oct 19, 2014",rock,Ballroom,04:22
0.0,"Live on WFMU's The Flour Hour with DJ Large Margin - September 7, 2015",rock,Spewing Cum,04:21
0.0,Number Stations,jazz,Curtis Hasselbring,04:21
0.0,You Me Tree,rock,You Me Tree,04:21
0.0,"My Birthday Veil; Alive and Kicking with Lady Piss, 8.5.2011",rock,Lady Piss,04:21
2.0,"Unclean Ghost/ Pirate Utopia 7""",rock,El Jesus De Magico,04:21
0.0,Raw Live,rock,STYPTIC,04:21
0.0,Master Don,hiphop,BADLUCK,04:21
0.0,"Live on WFMU's Cherry Blossom Clinic with Terre T - August 24, 2013",rock,The Gotobeds,04:21
0.0,"Live at WFMU on Three Chord Monte, 7/16/10",rock,Muck and the Mires,04:20
1.0,50FOOTWAVE,rock,50 Foot Wave,04:20
0.0,How Little Will It Take (bonus disc),rock,Landed,04:20
0.0,Au rigoletto,rock,La Ligne Claire,04:20
0.0,"Live at WFMU on Cherry Blossom Clinic with Terre T, Halloween 2009",rock,Lover!,04:20
0.0,Meteoric Ice Pie Menace,classical,Nick Didkovsky,04:20
0.0,"Live at WFMU on Terre T's Show, 11/18/06",rock,Dan Melchior und Das Menace,04:20
1.0,The Very Next Moment b/w I'm Sorry,rock,Los Llamarada,04:20
0.0,TSP’s Day In The Cosmos,hiphop,Tha Silent Partner,04:20
0.0,Croak II,rock,Croak,04:20
0.0,The Doldrums,rock,Ariel Pink's Haunted Graffiti,04:20
0.0,"Tarantula Downpour 7""",rock,Argumentix,04:19
0.0,Cuz I Can EP,hiphop,CuzOH,04:19
0.0,Plaszmadkaos,rock,ID:VISION,04:19
0.0,... But Sometimes We Cannot Sleep,rock,The Chronic Sleepers,04:19
0.0,The Greatest Hits So Far EP,rock,Learning Music,04:19
0.0,"Live on WFMU's Surface Noise with Joe McGasko - July 18, 2016",rock,Sonny & The Sunsets,04:19
1.0,Age of Energy,jazz,Chicago Underground Duo,04:19
0.0,The Impossebulls Present Jamod Allah,hiphop,Jamod Allah,04:19
0.0,The Murdering Monsters,rock,The Murdering Monsters,04:18
0.0,Caymans EP,rock,Caymans,04:18
0.0,Golden Ocean,rock,50 Foot Wave,04:18
0.0,Basic Fish Architecture,pop,Invaders From Sears,04:18
0.0,Pompeii,rock,Here Comes A Big Black Cloud!!,04:18
0.0,Attack and decay,rock,Linnus,04:18
0.0,Pastillitas y licor,rock,Mamá Burger,04:18
0.0,Y Te Sacaran Los Ojos,rock,Guerra de Cerdos,04:18
0.0,Live at WFMU on Pat Duncan's Show on 3/23/2006,rock,Double Dagger,04:18
0.0,Try It Again,pop,Softboiled Eggies,04:17
0.0,Working Songs for the Drinking Class,country,Cletus Got Shot,04:17
0.0,"Live on WFMU's Evan ""Funk"" Davies show July 7th 2010",rock,Apache,04:17
0.0,Live on Sound and Safe with Trent at WFMU 9/21/09,rock,Wildbirds and Peacedrums,04:17
0.0,"Live at the 2011 Record Fair on the Cherry Blossom Clinic with Terre T. on October 29, 2011",rock,The Sediment Club,04:17
0.0,Live on Distort Jersey City 9/26/12,rock,Pink Reason,04:17
0.0,"Live at WFMU on Talk's Cheap, May 5th 2011",rock,White Fence,04:17
0.0,Trash Queen,pop,Phemale,04:17
0.0,Love Story,pop,Monk Turner,04:17
1.0,Compilation classique,classical,Les Petits Chanteurs de Montigny,04:17
2.0,4th Wave,rock,PEG & The Rejected,04:17
0.0,Pirates of the Coast,rock,Black Bones,04:17
0.0,"Live on WFMU's Three Chord Monte with Joe Belock, 8/31/15",rock,Natural Causes,04:17
0.0,"Live @ WFMU on the Three Chord Monte with Joe Belock, April 14th 2011",rock,Overnight Lows,04:17
0.0,"Live at WFMU on Imaginary Radio with Chris M. March 25, 2012",rock,bbigpigg,04:17
1.0,Just Before April,rock,springtide,04:17
-1.0,FMA Compilation,rock,The First Class,04:17
0.0,"Live on WFMU's Infinite Distortion, 10/15/2015",rock,Neutral Fixation,04:17
0.0,Girls Beware,rock,De Portables,04:17
0.0,Walk Into the Sea,rock,Cheater Slicks,04:17
0.0,NP50th Katadreuffe,rock,Noise Problems Selections,04:16
0.0,Sky of Holes,rock,Devolver,04:16
0.0,Weird Kong,rock,Weird Kong,04:16
0.0,Inbetween EP,hiphop,Lifeshows & Asthmatic Astronaut,04:16
0.0,Undone,jazz,Lozenge,04:16
0.0,Mick Boogie &amp; Terry Urban Presents... Extra Levels,hiphop,Wildabeast,04:16
0.0,Back To It b/w 5 x 5,hiphop,The Impossebulls,04:16
0.0,"Live on WFMU's Beastin' The Airwaves! with Keili - June 7, 2014",rock,Crazy Pills,04:15
0.0,Renaissance 2011,hiphop,BADLUCK,04:15
0.0,"IF YOU CAN'T JOIN 'EM, BEAT 'EM",rock,The Matt Kurz One,04:15
0.0,Lust,rock,intouch,04:15
0.0,Circles (EP),rock,She-Wolf.,04:15
0.0,Bros B4 Hoes,hiphop,Cockmasta Flex,04:15
0.0,"Live at WFMU on Evan ""Funk"" Davies Show on September 7, 2011",rock,The Cute Lepers,04:15
0.0,Boom To Bloom,hiphop,ETHX,04:15
0.0,Illatron Magnetic,hiphop,9th Scientist,04:15
2.0,House Arrest,rock,Ariel Pink's Haunted Graffiti,04:14
0.0,Coordinates,pop,Monk Turner,04:14
0.0,Perfide City,hiphop,Mr Ascofi,04:14
1.0,"Live at WFMU on Beastin the Airwaves with Keili, Dec 11th, 2011",rock,Harpoon Forever,04:14
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - June 22, 2015",rock,The Britemores,04:14
0.0,Bad Panda #66,pop,Delicate Steve,04:14
0.0,In Oil,rock,Fishartcollection,04:14
0.0,Hello Futurist EP,rock,Phallic Suns,04:14
0.0,Bruno Walter & the NBC Symphony,classical,Bruno Walter,04:14
0.0,"Бивис и Баттхед, Батхёрт и Брокенхарт",rock,POVALISHIN DIVISION,04:13
0.0,"Special Acousti-lectric Live Set at WFMU on Evan ""Funk"" Davies Show, July 27, 2011",rock,Urge Overkill,04:13
0.0,Dallas 2 Tha Palace,hiphop,Cheese N Pot-C,04:13
0.0,Mongolia,hiphop,Frenic,04:13
0.0,Live on The Cherry Blossom Clinic on WFMU 10/16/2010,rock,Pure Hell,04:12
0.0,Live at WFMU on Brian Turner's show 11/24/2009,rock,The Axemen,04:12
0.0,"Live on WFMU's Cherry Blossom Clinic with Terre T: May 3, 2014",rock,Live Fast Die,04:12
0.0,Kill! Kill! Death! Death! vs. Rotor Perdition,rock,Kill! Kill! Death! Death!,04:12
0.0,Table Talk,hiphop,Fidel Cutstro,04:12
0.0,Live In Baden-Baden,jazz,The Moonlighters,04:12
2.0,cultureculture EP 2014,pop,cultureculture,04:12
0.0,Bad Apples Single,pop,Phemale,04:12
6.0,Safe and Sound EP,rock,Man Bites Dog,04:12
0.0,"Slanted Eyes, Slanted Hearts",pop,The Slants,04:11
0.0,Good Times (Featuring CM),hiphop,Tha Silent Partner,04:11
0.0,The Shonen Sporks EP,hiphop,Cassette Tape Bandits,04:11
0.0,Phoning It In 03/08/07,rock,Franklin Bruno,04:11
0.0,Can't Stop Livin',hiphop,Joey Ripps,04:11
1.0,Friendly Takeover,hiphop,JBlanked,04:11
1.0,This Is America,hiphop,Alaclair Ensemble,04:11
0.0,Peanut Butter &amp; Jelly Live At The Ginger Minge,rock,Coachwhips,04:11
0.0,Mind On The Music (Featuring Pot-C & SKOL),hiphop,Donnie Ozone,04:11
0.0,Low Income Housing,hiphop,I.T. [Infinito / Thaione Davis],04:11
0.0,A2: What Should Have Been,hiphop,Storm the Unpredictable,04:11
0.0,"Live at WFMU on Pseu's Thing With A Hook, Dec 23rd, 2011",rock,Mike Viola,04:10
0.0,Malice,rock,Dark Asylum Music,04:10
0.0,"Live at WFMU for Sophisticated Boom Boom with Sheila B, 7/22/2016",pop,Coco Morier,04:10
0.0,Luanqibazao,rock,Dublin Duck Dispensary,04:10
0.0,"School Days, Future, N Past",hiphop,K.I.R.K,04:10
0.0,"Live on WFMU with Liz Berg - May 12, 2015",rock,Mikal Cronin,04:10
0.0,Live at WFMU on Pat Duncan's Show 1/15/2009,rock,Nouvellas,04:10
0.0,Live at WFMU on the Cherry Blossom Clinic June 30th 2012,rock,The Electric Mess,04:10
0.0,For The Minute,hiphop,Joey Ripps,04:10
0.0,"Son Of 1,000 Pardons",hiphop,Joey Ripps,04:10
0.0,"Live at WFMU on Evan ""Funk"" Davies show, April 25th 2012",rock,Terry Malts,04:09
0.0,Projection,rock,Plastic Crimewave Sound,04:09
0.0,You Got Jokes?!,hiphop,Majik Most,04:09
0.0,I Am Singing to You From My Room,rock,Michael Gira,04:09
0.0,Photosynthesis,rock,Plants,04:09
0.0,Live at WFMU on The Cherry Blossom Clinic on 10/25/2003,rock,The Dirtbombs,04:09
0.0,"Live on WFMU's Distort Jersey City - Sep 18, 2013",rock,Suspicious Beasts,04:09
0.0,La Chinoise,pop,La Chinoise,04:09
1.0,Choose Your Own Adventure,pop,Monroeville Music Center,04:08
0.0,T.H.e.Y,hiphop,K.I.R.K,04:08
0.0,First transition,pop,Rony Friedman,04:08
-1.0,Read Between The Lines,hiphop,K. Sparks,04:08
1.0,Emergency Songs,pop,Monk Turner + Fascinoma,04:08
0.0,Live at WFMU on Pseu's Show on 10/3/2008,rock,Doug Gillard,04:08
1.0,Live at WFMU on Keili's Show 11/22/08,rock,Eskalators,04:08
0.0,Painted Shadows,rock,Plastic Crimewave Sound,04:08
0.0,Prequel Grooves,hiphop,Tha Silent Partner,04:08
0.0,Ways Of Being,pop,Rites Wild,04:08
0.0,Live at WFMU on The Evan Funk Davies show 1/27/2009,rock,Thomas Function,04:08
0.0,"Live at WFMU on Terre T's Show, 6/19/10",rock,The A-Bones,04:08
2.0,Incomplete,classical,Peter Rudenko,04:08
0.0,It's Notherground Music!!,hiphop,It's Notherground Music!!,04:07
1.0,in the sky,rock,Expwy,04:07
0.0,Live at WFMU on the Cherry Blossom Clinic 6/20/09,rock,Jonny Chan and the New Dynasty 6,04:07
1.0,Sea Woof,pop,Poland,04:07
0.0,Au,pop,Au,04:07
1.0,Universal Dominance,hiphop,Tha Connection,04:07
0.0,Live on WFMU's Distort Jersey City 10/16/17,rock,Nuclear Santa Claust,04:07
0.0,"The Curious Appearance of Agloe, NY",rock,Kirk Pearson and BIT,04:07
0.0,Everything Must Go,rock,Top Surprise,04:06
0.0,Just Do It: A Mixtape Ode To Nike,hiphop,6th Sense &amp; Mick Boogie,04:06
0.0,"Live at WFMU on Distort Jersey with Deed Runlea April 5, 2012",rock,Nude Beach,04:06
0.0,Live at Primavera Sound 06/01/2012,rock,Obits,04:06
0.0,This Funk,hiphop,The Honorable Sleaze,04:06
0.0,North Cape Lights EP,rock,North Cape Lights,04:05
0.0,Dandy's Little Monsters,rock,The Zombie Dandies,04:05
0.0,The Bewildered Herd,rock,Lying In States,04:05
1.0,Artifacts Vol. 1,rock,X-Breed,04:05
0.0,Voice or No Voice Live at WFMU on Pat Duncan's Show on 6/12/2008,rock,Voice or No Voice,04:05
0.0,"Live on WFMU with Brian Turner - July 7, 2015",rock,Sewers,04:05
0.0,"Live on WFMU's Dark Night of the Soul with Julie: May 1, 2014",rock,Kristeen Young,04:05
0.0,Река,rock,25 КУСТОВ,04:05
0.0,Live at WFMU on Marty McSorley's Show on 5/14/2008,hiphop,Big Digits,04:05
0.0,ABBRACADAMN!!!,hiphop,Clan Destined,04:05
0.0,"Live at WFMU on Marty McSorley's Show on October 18, 2011",rock,Chapter 24,04:05
0.0,LMM 1.1 - Whales This November,rock,Learning Music,04:04
0.0,UNkilling Time,hiphop,MUTE,04:04
0.0,"Saturn (The Season) 7""",rock,Top Surprise,04:04
0.0,peaofthesea,pop,luc,04:04
0.0,"Live on WFMU's Dark Night of the Soul - November 13, 2014",rock,Soko,04:04
0.0,Fun With Your New Head,rock,Guinea Worms,04:04
0.0,Bad Panda #75,rock,James Irwin,04:04
0.0,"Live on WFMU's Beastin' the Airwaves! with Keili: Feb 21, 2014",rock,Flagland,04:04
0.0,Live @ Yerba Buena Center for the Arts,rock,Thee Oh Sees,04:04
0.0,"Live on WFMU with Irene Trudel - November 12, 2012",rock,The Letter Yellow,04:04
0.0,Divided We Stand,hiphop,C-Doc,04:04
0.0,"Live on WFMU for The Evan ""Funk"" Davies Show, 9/28/2016",rock,Zerodent,04:04
0.0,the salmon of doubt,rock,The Procedure Club,04:04
0.0,Live at WFMU on Brian Turner's show on 12/2/2008,rock,Cheap Time,04:03
0.0,Helmets & Flags,rock,Young Love,04:03
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: June 28, 2014",rock,Nox Boys,04:03
0.0,Finnish Eyes,pop,"nina K ,oso el roto",04:03
0.0,"Live on WFMU with Todd-o-phonic Todd - July 16, 2016",rock,The Muffs,04:03
0.0,Bad Panda #61,rock,Johnny Hawaii,04:03
0.0,Surrender Live on KBOO,rock,Surrender,04:03
0.0,First Violin of Vienna,classical,Arnold Rosé,04:03
0.0,Higher,hiphop,The Honorable Sleaze,04:03
2.0,Picking Fights & Blowing Kisses,hiphop,Jimmy & The Threats,04:03
0.0,Johnny Cool,hiphop,BADLUCK,04:03
0.0,"Live on WFMU's Hello Children with Faye - July 20, 2013",pop,The Mantles,04:03
0.0,"Live on WFMU's Surface Noise with Joe McGasko, 1/25/2016",rock,The Deafening Colors,04:03
1.0,Wrong or Right,rock,Insane Ride,04:03
0.0,"Live on WFMU for the Evan ""Funk"" Davies show, 2/8/2017",rock,The Modern Airline,04:02
0.0,"Live on WFMU's Distort Jersey City with Reed Dunlea - October 9, 2013",rock,The Spits,04:02
0.0,Steppe By Steppe,pop,Trotski Nautique,04:02
0.0,"Live at WFMU on The Evan ""Funk"" Davies Show, 10/19/2016",rock,The Jeanies,04:02
0.0,6 Songs,rock,Mink Lungs,04:02
0.0,Findus,pop,Manueljgrotesque,04:02
